DOCID,docid,title,titleEng,directors,nation,plots,runtime,rating,genre,repRlsDate,keywords,posters,stlls,vods,audiAcc
F36596,, 미결처리반Q: 믿음의 음모,A Conspiracy of Faith,"{'director': [{'directorNm': '한스 페터 몰란트', 'directorEnNm': 'Hans Petter Moland', 'directorId': '00187463'}]}","덴마크,독일,스웨덴,노르웨이","{'plot': [{'plotLang': '한국어', 'plotText': ""믿음을 가진 자, 죽음을 맞이하게 되리라! 잔혹한 죽음에서 우리를 구원하소서! '미결처리반 Q'의 가장 위험한 수사가 시작된다!어느 날 어린 아이의 글씨로 살려달라는 편지가 담긴 유리병이 바닷물에 떠밀려오고 조사를 하던 도중 한적한 시골 마을에서 누군가가 아이들을 강제로 끌고 가는 것 같다는 제보를 받게 된다. 두 사건의 연관성을 발견한 '미결처리반 Q'는 담당 구역 형사 '리사'와 함께 실종 아이들의 본격적인 수사를 시작하게 되면서 이단 종교 단체의 신앙심 깊은 가족들을 대상으로 펼치는 충격적인 연쇄 살인마의 존재와 마주하게 된다. 사라진 아이들, 신고를 하지 않는 부모, 멈추지 않고 계속된 잔혹한 살인!""}]}",112,18세관람가(청소년관람불가),"드라마,스릴러",20161110,,http://file.koreafilm.or.kr/thm/02/00/04/32/tn_DPF013021.jpg|http://file.koreafilm.or.kr/thm/02/00/04/32/tn_DPF013022.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSFT071672.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSFT071673.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSFT071674.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSFT071675.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSFT071676.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSFT071677.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSFT071678.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSFT071679.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSFT071680.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSFT071681.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F36605,, 겁쟁이 페달: 스페어바이크,Spare Bike,"{'director': [{'directorNm': '나베시마 오사무', 'directorEnNm': 'Osamu Nabeshima', 'directorId': '00134595'}]}",일본,"{'plot': [{'plotLang': '', 'plotText': '최강의 클라이머이자 경쟁관계인 소호쿠의 마키시마, 하코네의 토도. 로드레이스를 향한 열정과 재능이 꽃피우기 전, 그들의 알려지지 않았던 과거가 밝혀진다! SPARE BIKE 마키시마 유스케봄, 소호쿠고교에 입학한 마키시마 유스케.지금껏 홀로 달려온 그는 소호쿠의 자전거 경기부에 들어가면 자신의 자유로운 주행법도 인정받고 더 넓은 세계로 나아갈 수 있을 거란 기대에 가득 차 있었다. 하지만 그의 독특한 댄싱 주행법은 선배들의 웃음거리가 되어 교정하도록 지도 받자, 그저 산을 오르는 것이 좋아 “자전거는 자유롭다”고 믿고 있던 마키시마는 마음이 꺾이고 마는데…그런 그에게 부의 주장인 칸자키 토오지가 말을 건넨다.“자전거 좋아해?”SPARE BIKE 토도 진파치외모 꾸미는 걸 중요시하는 중학교 2학년 토도 진파치는 하코네 지역에서 나고 자란, 오래된 온천 여관의 아들. 어느 날, 로드바이크를 타는 친구 이토카와 슈사쿠가 자전거 레이스를 권유한다. 헬멧을 쓰면 머리가 엉망이 된다는 이유로 참가를 거절하던 토도였지만, 시험삼아 둘이서 달려보니 장보기용 자전거임에도 불구하고 로스가 없는 주행법으로 거침없이 질주하며 숨겨진 재능을 드러낸다. 머리 스타일도 신경 쓰지 않고 무아지경으로 페달을 돌린 자기 스스로에게 놀라는 토도.그는 슈사쿠와 함께 레이스에 나가기로 결심한다.'}]}",60,전체관람가,"드라마,스포츠",20161117,,http://file.koreafilm.or.kr/thm/02/00/04/31/tn_DPF012955.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/47/48/tn_DSFT071460.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/48/tn_DSFT071461.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/48/tn_DSFT071462.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/48/tn_DSFT071463.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/48/tn_DSFT071464.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/48/tn_DSFT071465.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/48/tn_DSFT071466.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/48/tn_DSFT071467.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/48/tn_DSFT071468.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/48/tn_DSFT071469.jpg,"{'vod': [{'vodClass': '예고편(30초)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/36605/own/videoData'}]}",
F36598,, 모즈,Mozu the Movie,"{'director': [{'directorNm': '하스미 에이이치로', 'directorEnNm': 'Eiichiro Hasumi', 'directorId': '00158585'}]}",일본,"{'plot': [{'plotLang': '한국어', 'plotText': '도심 한 복판에서 발생한 대규모 테러 사건!국가전체를 뒤흔든 검은 권력의 실체가 밝혀진다!어느 날, 폭탄테러와 인질극으로 대혼란에 빠진 도쿄.  같은 시간, 신비로운 소녀 ‘에레나’가 무장괴한들에 의해 납치 될 위기에 처하지만, ‘쿠라키’경위에 의해 가까스로 구출된다.  경시청 공안부에서 탁월한 수사력으로 능력을 인정받던 ‘쿠라키’경위는 에레나 납치미수사건과 폭탄테러 사건을 조사하면서 일련의 대형 범죄사건을 비롯 자신의 아내와 딸의 의문의 사망사건까지 그 모든 배후에는 괴담으로만 떠돌던 ‘달마’가 존재한다는 것을 확신하게 된다. 또한 ‘달마’의 행적을 좇던 중 그의 세력이 국가권력 깊숙이 뿌리내린 채 정재계를 뒤흔들고 있다는 사실 역시 알게 된다. 그러던 중 또 다시 도심 한 복판에서는 대규모 폭탄테러가 발생하는데...'}]}",115,18세관람가(청소년관람불가),"액션,스릴러",20161110,,http://file.koreafilm.or.kr/thm/02/00/04/32/tn_DPF013033.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/47/50/tn_DSFT071663.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/50/tn_DSFT071664.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/50/tn_DSFT071665.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/50/tn_DSFT071666.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/50/tn_DSFT071667.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/50/tn_DSFT071668.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/50/tn_DSFT071669.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSFT071670.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSFT071671.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
K10135,, 낯선 곳 낯선 시간,"Another Time, Another Place (Natseon Got Natseon Sigan)","{'director': [{'directorNm': '김영혜', 'directorEnNm': 'Kim Younghye', 'directorId': '00050287'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '제1화  가을소풍 . 초등학생 상우가 손꼽아 기다리던 가을소풍 전날, 지리산에 간 아버지가 돌아오지 않는다. 아버지를 찾아와야만 소풍을 갈 수 있다고 판단한 상우는 새벽 일찍 아무도 몰래 집을 빠져 나와 아버지를 찾아 무작정 지리산으로 향한다. 지치고 목마른 상우는 인적이 드문 어느 마을 무당집에 들러 홀로 빈 집을 지키고 있는 소녀에게 물을 청하는데, 상우의 사정을 듣고 소녀는 자기가 상우의 아버지를 찾아줄 수 있다고 장담한다. 어머니의 무복을 입고 상우 앞에 나타난 소녀는 서투른 솜씨로 어머니의 흉내를 내며 상우에게 굿을 베풀어준다. 소녀는 헤어지면서 아버지에게 줄 선물로 상우에게 붉은 깃털을 건네준다. 엄마와 형의 손에 이끌려 집으로 돌아오는 상우는 이미 훌쩍 성숙해 있다.  제2화  소나기 . 막 제대를 하고 돌아와 대학 졸업반이 된 상우는 빈한한 자취방에 살고 있는데, 이미 커리어우먼이 된 여자 친구로부터 절교선언을 듣는다. 분노와 좌절감에 차 밤거리를 헤매던 상우는 어두운 전주천변에 내려가 혼자 술을 마시다가 물속에서 허우적대는 젊은 여자를 발견하고 건져낸다. 자기도 모르게 여자의 젖은 몸을 훔쳐보던 상우는 여자가 갑자기 눈을 뜨자 몹시 당황한다. 그러나 여자는 의외로 상우를 따뜻이 안아주고, 두 사람은 쏟아지는 달빛 아래에서 정사를 나눈다. 다음날 아침 숙취에서 깨어난 상우는 바짓가랑이에 피가 묻어 있는 것을 발견하고는 다시 그 장소에 가본다. 그러나 천변에는 아무런 흔적도 남아 있지 않다. 돌아오는 길에 굿판이 벌어지는 집에 들어가 구경을 하고 섰던 상우는 어젯밤의 여자를 닮은 여자가 얼핏 지나가는 것을 보고 따라가 보지만 찾지 못한다. 문득 소나기가 쏟아지고, 상우는 붉은 배롱나무 아래에 기대어 운다.  제3화  길 . 상우는 이제 이미 자리를 잡은 중견 공연예술감독이다. 여름 밤의 산조 페스티발을 준비하던 그는 살풀이 춤을 추기로 한 사람이 갑작스럽게 못 온다는 전갈을 받는다. 형으로부터 아버지가 위독하다는 전화가 오지만 상우는 무시하고 안면이 있는 살풀이 춤 보유자를 찾아 급히 지리산으로 떠난다. 밤이 되어서야 깊은 산속의 외딴집에 당도한 상우는 당사자인줄로만 알고 있던 여자로부터 자신은 상우가 찾는 여자가 아니며, 지금 공연보다 더 급한 일이 있지 않느냐는 황당한 말을 듣는다. 화가 난 상우는 차 안에서 밤을 새운다. 상우는 꿈속에서 삼십년 전 아버지가 지리산에서 돌아오지 않았던 날, 사실은 수몰지에서 자살을 시도 하려 했다는 꿈을 꾼다. 다음날 아침, 잠에서 깬 상우는 급히 집안으로 들어가 본다. 오랫동안 사람이 살지 않은 것처럼 이상하게 집은 텅 비어 있다. 집안을 둘러보던 상우는 물안개가 피어 오르는 언덕 아래를 내려다본다. 거기에는 산자락 사이에 커다란 호수가 자리잡고 있고 상우는 그것이 바로 자기가 꿈속에서 본 수몰지임을 깨닫는다. 상우는 불현듯 아버지를 생각해내고 시골집을 향해 전속력으로 차를 몬다. 그러나 상우 집에는 이미 아버지의 죽음을 알리는 근조등이 걸려 있다.'}, {'plotLang': '영어', 'plotText': ""Episode 1:  Fall Picnic   Sang-woo, an elementary student, is counting the days to the school fall picnic when his father who went to Jiri Mountain does not return. Sang-woo decides that he must bring his father back in order to be able to go on the outing, so he sneaks out of the house in the early hours of the morning and sets off for Jiri Mountain to look for his father. Tired and thirsty, Sang-woo arrives at a shaman's house in the middle of nowhere and asks the girl there for a drink of water… Episode 2  Shower  Sang-woo has just been discharged from the army and is now a senior in college. He lives alone in a shabby basement room and his girlfriend who now has a job breaks up with him. Sang-woo wanders through the night streets in anger and despair and then goes down the dark banks of the Jeonju Stream to have a drink by himself. There, he sees a woman struggling in the water and rescues her. Sang-woo can't help but steal glances at her wet body and is embarrassed when she suddenly opens her eyes. The woman, however, is unexpectedly nice to him and the two make love under the moonlight… Episode 3  Road   Sang-woo is now an established veteran stage director. He is preparing a Sanjo (traditional Korean music) festival on a summer night when he gets the news that the person who was supposed to do the Salpuri (exorcism) dance can't make it. His older brother calls to say their father is dying but Sang-woo ignores him and goes off to Jiri Mountain to find someone who can do the Salpuri dance. When he gets to Jiri Mountain, he meets a woman who suggests that there is something more urgent he needs to tend to. He later remembers his father and drives at full speed toward his home in the country, but arrives there only to find funeral lights hanging outside announcing his father's death.""}, {'plotLang': '영어', 'plotText': 'Sang-wu is from a small village near Mount Jiri. After finishing high school and college at Jeonju, now a man in his 30s, he works as a stage producer. The film depicts his life through three episodes: his youth, his final year in college, and his present-day situation. At each point he faces unexpected chances and experiences unfamiliar yet meaningful events that shape his development.'}]}",77,12세관람가,드라마,,"옴니버스영화,옴니버스영화영화,소풍,지리산,무당,무당의딸,굿,자취방,정사,수몰지역,감독,살풀이,살풀이춤",http://file.koreafilm.or.kr/thm/02/00/02/59/tn_DPK008813.JPG,,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
B07617,, 코리올라누스,Coriolanus,"{'director': [{'directorNm': '조지 루크', 'directorEnNm': '', 'directorId': ''}]}",영국,"{'plot': [{'plotLang': '한국어', 'plotText': '수많은 전란 속에서 로마를 구한 ‘가이우스 마르티우스’ 장군.코리올리 시의 침략 전쟁에서 승리를 거두며 ‘코리올라누스’라는 이름을 얻은 그는로마 최고위 직책인 집정관에 추대된다. 그러나 평민을 대표하는 호민관들은민중을 혐오하고 오만한 그가 집정관이 되는 것에 반대한다.결국, 반역자로 낙인 찍혀 국가로부터 추방당한 코리올라누스는복수를 위해 로마를 공격할 계획을 세우는데…'}]}",166,12세관람가,드라마,20161110,,http://file.koreafilm.or.kr/thm/02/00/04/32/tn_DPB000479.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSBT007765.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSBT007766.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSBT007767.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSBT007768.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSBT007769.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSBT007770.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSBT007771.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/51/tn_DSBT007772.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F37032,, 섹스 에드,Sex Ed,"{'director': [{'directorNm': '아이작 페더', 'directorEnNm': '', 'directorId': ''}]}",미국,"{'plot': [{'plotLang': '한국어', 'plotText': 'XX하기 전에 꼭 알아두어야 할 것들, 선생님이 친절하게 가르쳐드립니다!플로리다 이보 시에 있는 중학교에 성교육 담당 교사로 들어가게 된 에디는 엉뚱한 경로를 통해 성에 대해 눈 뜬 중학생들에게 제대로 된 성교육을 하기로 마음 먹는다. 하지만 수업 시간마다 에디를 곤란하게 만들고 설상가상으로 목사인 학부모의 폐강 요구가 계속해서 이어지며 직업까지 잃을 처지에 빠진다. 게다가 아직 숫총각인 에디는 친구 JT의 도움으로 섹시한 여자와 잠자리할 기회를 잡고도 놓쳐 버리는데… 이렇게 성적인 문제들로 힘들어하는 에디에게 갑자기 나타난 아름다운 그녀 필라. 늘 인생이 힘겨운 숫총각 에디에게도 과연 좋은 일이 일어날까?'}]}",92,18세관람가(청소년관람불가),"코메디,멜로드라마",20161117,,http://file.koreafilm.or.kr/thm/02/00/04/33/tn_DPF013064.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/47/52/tn_DSFT071780.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/52/tn_DSFT071781.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/52/tn_DSFT071782.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/52/tn_DSFT071783.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/52/tn_DSFT071784.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/52/tn_DSFT071785.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/52/tn_DSFT071786.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/52/tn_DSFT071787.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/52/tn_DSFT071788.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/52/tn_DSFT071789.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F36848,," 나의 위대한 친구, 세잔",Cezanne and I,"{'director': [{'directorNm': '다니엘 톰슨', 'directorEnNm': 'Daniele Thompson', 'directorId': '00064954'}]}",프랑스,"{'plot': [{'plotLang': '한국어', 'plotText': '남프랑스 시골 마을에서 만난 두 소년,화가를 꿈꾸는 폴과 글을 쓰는 에밀은어린 시절부터 희망, 좌절, 꿈과 사랑까지 모든 것을 공유한다.서로를 동경하고 무척 아끼면서도, 냉혹한 평가 또한 서슴지 않으며 함께 성장하는 두 사람은청년이 된 후, 파리에서 다른 예술가들과 교류하며 화가와 작가의 길로 들어선다.[테레즈 라캥], [목로주점] 등을 출간하며 명성을 쌓는 에밀과천재적인 재능이 있음에도 세상의 인정을 받지 못하는 폴.한때는 모든 것을 함께했지만, 엇갈리는 운명을 맞이하고에밀이 비참한 화가를 주인공으로 한 소설을 발표하자 폴은 에밀을 찾아가는데...40년에 걸친 두 예술가의 위대한 우정이 공개된다!'}]}",117,15세관람가,"드라마,전기",20161215,,http://file.koreafilm.or.kr/thm/02/00/04/34/tn_DPF013110.jpg|http://file.koreafilm.or.kr/thm/02/00/04/32/tn_DPF013039.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/47/53/tn_DSFT071821.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/53/tn_DSFT071822.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/53/tn_DSFT071823.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/53/tn_DSFT071824.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/53/tn_DSFT071825.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/53/tn_DSFT071826.jpg,"{'vod': [{'vodClass': '예고편(메인)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/36848/own/videoData'}]}",
K09399,, 숏숏숏,Short! Short! Short! ( Syotsyotsyot ),"{'director': [{'directorNm': '손원평', 'directorEnNm': 'Sohn Won-pyung', 'directorId': '00042657'}, {'directorNm': '김종관', 'directorEnNm': 'Kim Jong-kwan', 'directorId': '00022202'}, {'directorNm': '함경록', 'directorEnNm': 'Ham Gyeongrok', 'directorId': '00045685'}]}",대한민국,"{'plot': [{'plotLang': '', 'plotText': ''}]}",65,12세관람가,,,"옴니버스영화,단편모음,단편영화,전주국제영화제",http://file.koreafilm.or.kr/thm/02/00/03/79/tn_DPK09399A.jpg|http://file.koreafilm.or.kr/thm/02/00/03/89/tn_DPK09399B.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/44/55/tn_DSKT215831.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/44/55/tn_DSKT215832.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/44/55/tn_DSKT215833.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/44/55/tn_DSKT215839.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/44/55/tn_DSKT215840.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/44/55/tn_DSKT215841.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/44/55/tn_DSKT215842.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/44/55/tn_DSKT215843.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/44/55/tn_DSKT215844.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/44/55/tn_DSKT215845.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F36793,, 스노우타임,Snowtime!,"{'director': [{'directorNm': '장-프랑수아 풀리오', 'directorEnNm': '', 'directorId': ''}]}",캐나다,"{'plot': [{'plotLang': '한국어', 'plotText': '겨울방학 최고의 미션, 얼음요새를 차지하라!기다리고 기다리던 겨울방학이 시작되고루크팀과 소피팀으로 나뉘어 눈싸움을 시작한 친구들!스노우볼이 무한대로 만들어지는 얼음요새를 차지하기 위해더욱 강력한 눈싸움 장비로 서로를 공격하는 가운데,급기야 해서는 안 될 위험한(?) 함정을 만들게 되는데…크리스마스가 끝날 때까지!눈.꽃.튀.는 스노우볼 전쟁이 시작된다!'}]}",70,전체관람가,"코메디,가족",20161215,,http://file.koreafilm.or.kr/thm/02/00/04/32/tn_DPF013062.jpg|http://file.koreafilm.or.kr/thm/02/00/04/32/tn_DPF013035.jpg,,"{'vod': [{'vodClass': '예고편(메인)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/36793/own/videoData'}, {'vodClass': '뮤직비디오()', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/36793/own/videoData'}]}",
F37090,, 괴테,Goethe!,"{'director': [{'directorNm': '필립 슈퇼츨', 'directorEnNm': '', 'directorId': ''}]}",독일,"{'plot': [{'plotLang': '한국어', 'plotText': '『젊은 베르테르의 슬픔』의 주인공, 괴테의 진짜 사랑 이야기! 문학가를 꿈꾸는 괴테(알렌산더 페링)는 법관 시험에 떨어지고, 아버지에 권유로 시골에서 변호사 견습을 받게 된다. 유능하고 엄격한 변호사 케스트너(모리츠 블라이브트로이)의 지휘에서 잠시 벗어나 친구 예루살렘과 함께 파티에 간 괴테는 우연히 만난 로테(미리엄 스테인)에게 마음을 빼앗긴다. 로테는 괴테의 문학적 재능을 한눈에 알아보고, 두 사람은 걷잡을 수 없는 사랑에 빠져든다. 그러나, 가족을 위해 케스트너와의 약혼을 약속한 로테는 괴테에게 이별을 고하고, 괴테는 그녀를 향한 마지막 편지를 적어내려가는데….'}]}",104,15세관람가,"드라마,멜로드라마",20161130,,http://file.koreafilm.or.kr/thm/02/00/04/33/tn_DPF013069.jpg,,"{'vod': [{'vodClass': '예고편(메인)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/37090/own/videoData'}]}",
F37200,, 애프터이미지,Afterimage,"{'director': [{'directorNm': '안제이 바이다', 'directorEnNm': 'Andrzej Wajda', 'directorId': '00055089'}]}",폴란드,"{'plot': [{'plotLang': '한국어', 'plotText': '블라디슬라브 스트르제민스키는 벨라루스 태생으로 20세기 폴란드를 대표하는 전위미술가다. 그는 구축주의, 신조형주의 등의 영향을 받은 동료 미술가들과 함께 잡지  블로크 를 창간하고, 구조적 일관성과 형식성을 강조한 유니즘이라는 고유의 이론을 제창하면서 폴란드 바르샤바와 우츠에서 전방위 활동을 이어갔다. 그러나 전후 사회주의 리얼리즘을 강요하는 구소련 공산주의의 억압에 대항하면서 화가이자 교육자로서의 그의 삶은 끝없는 나락으로 추락하기 시작한다. 폴란드 영화를 대표하는 거장 안제이 바이다의 신작  애프터이미지 는 2차대전 직후인 1945년에서 삶을 마감한 1952년까지 스트르제민스키의 생애를 담은 전기영화다. 영화는 가장 철학적이고 이론적이었던 20세기 미술가들 중 하나인 그의 복잡한 예술관에 집중하기보다, 어떤 억압 앞에서도 표현의 자유와 예술의지를 지켜내려 한 한 예술가의 초상을 군더더기 없는 묵직한 드라마로 담아낸다. 그 묵직함에 담긴 메시지는 오늘을 살아가는 우리에게도 큰 울림을 준다.'}]}",98,,전기,,,http://file.koreafilm.or.kr/thm/02/00/05/12/tn_DPF017864.jpg|http://file.koreafilm.or.kr/thm/02/00/05/12/tn_DPF017863.jpg,,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
B07637,, 카메라를 든 사람,The Cameraperson,"{'director': [{'directorNm': '커스틴 존슨', 'directorEnNm': 'Kirsten Johnson', 'directorId': '00149811'}]}",미국,"{'plot': [{'plotLang': '한국어', 'plotText': ' 화씨 9/11 ,  시티즌포  등 25년간 여성 촬영감독으로 활동해온 크리스틴존슨의 개인적이고 파격적인 회고록으로, 그녀에게 영감이 되었던 빛나는 순간과 현장들을 재구성해 한 편의 아름다운 작품을 만들어냈다. 여성이자 촬영감독으로서의 여행과 작업에서 걸러진 이미지들을 통해 진실과 카메라에 포착된 장면의 틈새, 그 역학관계에 대한 우아하고도 명상적인 질문을 던진다.'}]}",102,,인물,,,http://file.koreafilm.or.kr/thm/02/00/05/12/tn_DPB000727.jpg|http://file.koreafilm.or.kr/thm/02/00/05/12/tn_DPB000728.jpg,,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
